diamond  17 站点信息2416站  2416
58269  3147  12139 12.5  32 1 启东
58301  3149  11523 90.1  32 1 商城
58306  3141  11553 94.6  32 1 金寨
58311  3144  11630 60.4  32 1 六安
58314  3124  11619 72.7  4 1 霍山
58316  3128  11657 26.2  32 1 舒城
58317  3052  11622 434.8  32 1 岳西
58319  3104  11657 82.4  32 1 桐城
58320  3144  11708 26.5  32 1 肥西
58321  3147  11718 27.6  4 1 合肥
58323  3153  11728 29.8  32 1 肥东
58326  3135  11750 27.9  32 1 巢湖
58327  3115  11717 24.7  32 1 庐江
58329  3120  11752 24.4  32 1 无为
58330  3145  11805 20.9  32 1 含山
58331  3144  11822 26.8  32 1 和县
58334  3123  11822 23.1  32 1 芜湖
58335  3134  11831 16.8  32 1 当涂
58336  3142  11831 24.0  32 1 马鞍山
58337  3105  11811 30.8  32 1 繁昌
58338  3109  11835 15.2  16 1 芜湖县
58339  3120  11854 24.6  32 1 高淳
58340  3139  11902 23.8  32 1 溧水
58341  3159  11935 10.6  32 1 丹阳
58342  3143  11933 7.7  32 1 金坛
58343  3153  11959 5.9  16 1 常州
58344  3158  11912 35.0  32 1 句容
58345  3126  11929 8.1  16 1 溧阳
58346  3120  11949 15.8  32 1 宜兴
58349  3116  12038 9.8  32 1 吴中
58351  3154  12018 12.2  32 1 江阴
58352  3139  12046 8.8  32 1 常熟
58353  3152  12034 6.9  32 1 张家港
58354  3137  12021 4.1  32 1 无锡
58356  3124  12100 8.6  32 1 昆山
58358  3104  12026 21.2  16 1 东山
58359  3108  12037 9.0  32 1 吴江
58360  3155  12112 6.5  32 1 海门
58361  3106  12122 10.2  32 1 闵行
58362  3123  12127 9.5  1 1 宝山
58365  3122  12115 9.2  32 1 嘉定
58366  3138  12124 9.7  32 1 崇明
58367  3112  12126 18.9  8 1 徐家汇
58369  3103  12147 9.8  32 1 南汇
58370  3113  12133 11.6  6 1 浦东
58377  3128  12106 6.3  32 1 太仓
58401  3047  11524 106.8  32 1 罗田
58402  3044  11540 132.6  16 1 英山
58404  3028  11513 57.3  32 1 浠水
58407  3014  11502 32.4  16 1 黄石
58408  3014  11526 35.4  32 1 蕲春
58409  3004  11556 20.2  32 1 黄梅
58414  3027  11618 71.9  32 1 太湖
58415  3038  11635 38.7  32 1 潜山
58416  3045  11649 38.7  32 1 怀宁
58417  3010  11608 50.3  32 1 宿松
58418  3008  11642 26.1  32 1 望江
58419  3006  11701 19.2  32 1 东至
58420  3043  11713 38.4  32 1 枞阳
58421  3038  11752 32.7  32 1 青阳
58423  3029  11747 643.2  32 1 九华山
58424  3032  11703 19.6  2 1 安庆
58426  3018  11808 192.8  32 1 黄山区
58427  3040  11729 36.0  32 1 池州
58428  3013  11729 115.0  32 1 石台
58429  3058  11747 37.8  32 1 铜陵
58431  3055  11819 17.3  32 1 南陵
58432  3041  11824 39.5  32 1 泾县
58433  3056  11845 30.7  32 1 宣城
58435  3018  11832 221.7  32 1 旌德
58436  3037  11859 92.2  32 1 宁国
58437  3008  11809 1835.0  4 1 黄山
58438  3005  11835 197.0  32 1 绩溪
58441  3052  11925 53.0  32 1 广德
58442  3108  11911 16.7  32 1 郎溪
58443  3101  11954 19.8  32 1 长兴
58446  3038  11941 25.7  32 1 安吉
58448  3018  11944 108.2  32 1 临安
58449  3003  11957 47.9  32 1 富阳
58450  3052  12003 7.8  32 1 湖州
58451  3050  12056 3.2  32 1 嘉善
58452  3044  12046 4.5  32 1 嘉兴
58453  3004  12030 10.7  32 1 绍兴
58454  3032  11958 5.1  32 1 德清
58455  3031  12039 8.1  32 1 海宁
58456  3038  12031 6.7  32 1 桐乡
58457  3014  12010 43.3  2 1 杭州
58458  3032  12054 3.9  32 1 海盐
58459  3011  12017 42.4  32 1 萧山
58460  3044  12121 6.2  32 1 金山
58461  3108  12107 8.9  32 1 青浦
58462  3102  12114 9.1  32 1 松江
58463  3053  12130 9.5  32 1 奉贤
58464  3037  12105 6.9  16 1 平湖
58467  3012  12116 5.3  32 1 慈溪
58468  3003  12110 10.1  32 1 余姚
58472  3044  12227 70.7  4 1 嵊泗
58474  3038  12203 44.4  6 1 小洋山
58477  3002  12206 36.7  4 1 定海
58484  3015  12212 9.4  32 1 岱山
58500  2952  11512 47.0  32 1 阳新
58501  2956  11538 25.8  32 1 武穴
58502  2944  11600 37.1  32 1 九江
58503  2942  11541 41.2  32 1 瑞昌
58506  2935  11559 1165.3  16 1 庐山
58507  2915  11507 105.7  32 1 武宁
58508  2920  11546 42.9  32 1 德安
58509  2903  11549 38.5  32 1 永修
58510  2944  11614 40.9  32 1 湖口
58512  2954  11633 66.8  32 1 彭泽
58514  2927  11603 35.6  32 1 星子
58517  2916  11612 43.0  32 1 都昌
58519  2900  11641 45.2  16 1 波阳
58520  2951  11743 138.9  32 1 祁门
58523  2956  11756 231.3  32 1 黟县
58527  2918  11712 62.9  4 1 景德镇
58529  2916  11751 82.0  32 1 婺源
58530  2952  11826 170.1  32 1 歙县
58531  2943  11817 141.7  16 1 屯溪
58534  2947  11811 173.4  32 1 休宁
58537  2908  11824 153.2  32 1 开化
58542  2949  11941 45.3  32 1 桐庐
58543  2937  11901 172.2  32 1 淳安
58544  2929  11916 87.2  32 1 建德
58546  2928  11953 114.2  32 1 浦江
58547  2902  11911 65.1  32 1 龙游
58548  2913  11928 46.7  32 1 兰溪
58549  2907  11939 61.4  16 1 金华
58550  2942  12015 39.4  32 1 诸暨
58553  3003  12049 6.4  32 1 上虞
58555  2931  12053 112.3  32 1 新昌
58556  2936  12049 103.8  16 1 嵊州
58557  2920  12005 87.6  32 1 义乌
58558  2916  12013 89.0  32 1 东阳
58559  2910  12059 59.5  32 1 天台
58561  2959  12136 3.4  1 1 镇海
58562  2947  12133 4.6  4 1 鄞州
58563  2953  12150 4.1  32 1 北仑
58565  2941  12126 6.4  32 1 奉化
58566  2928  12153 14.1  32 1 象山
58567  2919  12126 39.6  32 1 宁海
58568  2907  12123 35.9  32 1 三门
58569  2912  12157 124.5  4 1 石浦
58570  2957  12218 83.0  32 1 普陀
58599  2904  12454 0.0  6 1 平湖油田
58600  2852  11522 80.9  32 1 靖安
58601  2842  11523 54.9  32 1 奉新
58602  2851  11533 46.8  32 1 安义
58605  2825  11523 49.1  32 1 高安
58606  2836  11555 49.3  2 1 南昌
58607  2833  11557 35.9  32 1 南昌县
58608  2804  11533 35.4  16 1 樟树
58609  2813  11549 30.3  32 1 丰城
58612  2842  11641 22.0  32 1 余干
58614  2823  11616 40.4  32 1 进贤
58615  2841  11705 56.0  32 1 万年
58616  2812  11649 44.3  32 1 余江
58618  2814  11636 51.3  32 1 东乡
58619  2800  11622 47.3  6 1 临川
58620  2858  11708 37.5  32 1 乐平
58622  2857  11735 85.0  32 1 德兴
58623  2828  11755 92.2  32 1 上饶县
58624  2824  11726 64.5  32 1 弋阳
58625  2825  11736 80.2  32 1 横峰
58626  2818  11713 51.7  16 1 贵溪
58627  2815  11702 64.8  32 1 鹰潭
58629  2819  11742 59.0  32 1 铅山
58631  2854  11830 134.3  32 1 常山
58632  2843  11836 124.1  32 1 江山
58633  2900  11854 82.7  2 1 衢州
58634  2841  11815 113.7  16 1 玉山
58635  2826  11812 96.3  32 1 广丰
58637  2827  11759 119.0  32 1 上饶
58642  2853  11948 102.6  32 1 武义
58643  2854  12002 99.4  32 1 永康
58644  2836  11917 237.2  32 1 遂昌
58646  2827  11955 59.6  16 1 丽水
58647  2804  11908 196.3  16 1 龙泉
58652  2852  12043 79.1  32 1 仙居
58654  2840  12005 184.9  32 1 缙云
58656  2807  12058 7.5  32 1 乐清
58657  2809  12017 59.0  32 1 青田
58658  2809  12041 36.4  32 1 永嘉
58659  2802  12039 29.0  4 1 温州
58660  2851  12108 8.9  16 1 临海
58664  2822  12122 33.6  32 1 温岭
58665  2837  12125 5.3  4 1 洪家
58666  2827  12154 84.4  2 1 大陈
58667  2805  12116 99.4  16 1 玉环
58693  2842  11550 37.0  32 1 新建
58696  2831  12454 0.0  6 1 春晓油田
58701  2746  11524 47.8  32 1 新干
58704  2737  11521 61.4  32 1 峡江
58705  2720  11525 82.2  32 1 永丰
58706  2726  11550 180.0  32 1 乐安
58707  2713  11508 66.2  32 1 吉水
58710  2746  11603 76.4  32 1 崇仁
58712  2755  11647 123.4  32 1 金溪
58713  2743  11704 220.6  32 1 资溪
58714  2733  11614 115.1  32 1 宜黄
58715  2735  11639 78.5  4 1 南城
58718  2713  11632 107.4  32 1 南丰
58719  2718  11656 123.6  32 1 黎川
58724  2731  11718 264.0  32 1 光泽
58725  2720  11728 218.9  2 1 邵武
58730  2746  11802 222.7  16 1 武夷山
58731  2755  11832 276.8  4 1 浦城
58734  2720  11807 196.1  32 1 建阳
58735  2731  11848 201.0  32 1 松溪
58736  2722  11849 220.9  32 1 政和
58737  2703  11819 155.9  16 1 建瓯
58742  2807  11933 159.6  32 1 云和
58744  2727  11925 814.7  32 1 寿宁
58745  2737  11904 368.7  32 1 庆元
58746  2733  11942 514.2  32 1 泰顺
58747  2709  11921 900.1  32 1 周宁
58748  2706  11939 51.1  32 1 福安
58749  2714  11953 680.1  32 1 柘荣
58750  2747  12005 106.4  32 1 文成
58751  2741  12033 5.5  32 1 平阳
58752  2747  12039 37.9  32 1 瑞安
58754  2720  12012 37.0  4 1 福鼎
58760  2750  12109 64.5  16 1 洞头
58804  2621  11521 153.0  32 1 兴国
58806  2629  11601 210.1  32 1 宁都
58813  2651  11620 141.6  16 1 广昌
58814  2621  11621 237.0  32 1 石城
58818  2614  11638 359.4  32 1 宁化
58819  2610  11648 329.0  32 1 清流
58820  2654  11710 341.6  16 1 泰宁
58821  2644  11728 174.9  32 1 将乐
58822  2650  11651 341.8  32 1 建宁
58823  2648  11748 173.7  32 1 顺昌
58824  2624  11709 355.9  32 1 明溪
58826  2624  11748 120.5  32 1 沙县
58828  2616  11737 206.4  32 1 三明
58834  2638  11810 152.3  4 1 南平
58836  2635  11844 359.1  32 1 古田
58837  2610  11809 135.2  32 1 尤溪
58839  2614  11851 42.5  32 1 闽清
58843  2653  12001 52.1  32 1 霞浦
58844  2609  11909 49.6  32 1 闽侯
58845  2630  11932 57.2  32 1 罗源
58846  2640  11931 30.5  16 1 宁德
58847  2605  11917 85.4  2 1 福州
58848  2612  11933 12.3  32 1 连江
58850  2655  12014 88.0  6 1 三沙
58903  2554  11602 208.4  32 1 瑞金
58905  2558  11525 136.5  32 1 于都
58906  2536  11548 167.9  32 1 会昌
58907  2509  11524 300.4  32 1 安远
58911  2551  11622 311.2  4 1 长汀
58912  2543  11645 379.5  32 1 连城
58917  2505  11606 307.2  32 1 武平
58918  2503  11625 197.0  16 1 上杭
58921  2558  11721 205.9  8 1 永安
58923  2542  11750 397.6  32 1 大田
58926  2518  11725 203.0  16 1 漳平
58927  2503  11701 373.4  32 1 龙岩
58928  2501  11732 160.9  32 1 华安
58929  2504  11809 66.6  32 1 安溪
58931  2543  11806 1651.1  16 1 九仙山
58932  2552  11856 85.0  32 1 永泰
58933  2655  11859 871.0  32 1 屏南
58934  2520  11816 170.3  32 1 永春
58935  2529  11814 516.8  32 1 德化
58936  2522  11842 77.0  32 1 仙游
58938  2514  11859 22.6  32 1 秀屿
58940  2605  11920 28.7  32 1 福州郊区
58941  2558  11930 11.0  32 1 长乐
58942  2543  11923 39.1  32 1 福清
58944  2531  11947 30.9  16 1 平潭
58946  2527  11900 84.5  32 1 莆田
59001  2447  10520 674.4  32 1 隆林
59004  2430  10506 729.2  32 1 西林
59007  2404  10504 1251.4  2 1 广南
59012  2447  10633 973.4  32 1 乐业
59015  2421  10634 442.2  32 1 凌云
59017  2416  10616 279.0  32 1 田林
59021  2433  10702 507.5  16 1 凤山
59022  2459  10733 695.2  32 1 南丹
59023  2442  10802 258.5  4 1 河池
59025  2432  10723 249.9  32 1 东兰
59027  2408  10715 244.1  32 1 巴马
59031  2450  10815 205.7  32 1 环江
59033  2447  10854 330.0  32 1 罗城
59034  2429  10840 149.8  32 1 宜州
59037  2356  10806 173.6  32 1 都安
59038  2404  10839 142.6  32 1 忻城
59041  2439  10915 109.9  32 1 柳城
59044  2428  10923 99.1  32 1 沙塘
59045  2429  10945 95.5  32 1 鹿寨
59046  2421  10924 96.2  4 1 柳州
59047  2415  10920 101.8  32 1 柳江
59051  2446  11030 133.6  32 1 阳朔
59052  2450  11049 167.5  32 1 恭城
59053  2437  11040 108.6  32 1 平乐
59055  2430  11024 166.9  32 1 荔浦
59057  2408  11011 827.2  32 1 金秀
59058  2412  11031 147.0  16 1 蒙山
59059  2411  11048 107.9  32 1 昭平
59061  2449  11116 198.1  32 1 富川
59063  2511  11127 262.8  32 1 江华
59064  2433  11119 141.5  32 1 钟山
59065  2425  11132 109.9  16 1 贺州
59071  2444  11217 175.9  32 1 连南
59072  2448  11222 129.9  4 1 连州
59074  2434  11209 300.0  32 1 连山
59075  2429  11238 70.4  32 1 阳山
59081  2447  11316 98.3  32 1 乳源
59082  2440  11336 122.3  4 1 韶关
59087  2353  11331 98.2  16 1 佛冈
59088  2411  11325 68.9  32 1 英德
59090  2457  11404 103.8  32 1 始兴
59091  2445  11432 257.1  32 1 全南
59092  2455  11449 207.2  32 1 龙南
59093  2447  11502 254.2  32 1 定南
59094  2422  11407 135.5  32 1 翁源
59096  2422  11429 214.5  16 1 连平
59097  2403  11412 179.0  32 1 新丰
59099  2427  11456 175.0  32 1 和平
59102  2457  11539 302.7  16 1 寻乌
59106  2435  11554 152.0  32 1 平远
59107  2406  11515 98.5  32 1 龙川
59109  2409  11544 126.7  32 1 兴宁
59113  2444  11643 221.7  32 1 永定
59114  2439  11610 131.5  32 1 蕉岭
59116  2420  11642 80.7  32 1 大埔
59117  2416  11606 89.3  4 1 梅县
59122  2437  11745 42.2  32 1 长泰
59124  2431  11722 31.1  32 1 南靖
59125  2423  11718 105.6  32 1 平和
59126  2430  11739 29.4  16 1 漳州
59127  2426  11750 14.7  32 1 龙海
59129  2408  11736 53.8  32 1 漳浦
59130  2444  11809 28.6  32 1 同安
59131  2458  11822 44.9  32 1 南安
59133  2454  11855 22.1  16 1 崇武
59134  2429  11804 138.3  4 1 厦门
59137  2449  11834 55.0  32 1 晋江
59205  2339  10538 688.3  32 1 富宁
59209  2325  10550 794.7  16 1 那坡
59211  2354  10636 176.2  2 1 百色
59213  2344  10655 113.9  32 1 田阳
59215  2320  10637 640.4  32 1 德保
59218  2308  10625 740.2  16 1 靖西
59224  2336  10707 116.7  32 1 田东
59227  2305  10709 438.3  32 1 天等
59228  2319  10735 110.0  16 1 平果
59229  2311  10742 101.3  32 1 隆安
59230  2343  10810 173.9  32 1 马山
59235  2326  10837 116.8  32 1 上林
59237  2310  10817 115.3  32 1 武鸣
59238  2313  10848 123.1  32 1 宾阳
59241  2358  10941 91.3  32 1 象州
59242  2345  10914 85.2  16 1 来宾
59246  2336  10940 70.6  32 1 武宣
59249  2307  10937 56.0  32 1 贵港
59254  2324  11005 43.8  16 1 桂平
59255  2333  11023 37.7  32 1 平南
59256  2322  11055 56.1  32 1 藤县
59264  2324  11130 79.9  32 1 封开
59265  2329  11118 116.5  2 1 梧州
59266  2325  11114 46.0  32 1 苍梧
59268  2315  11132 31.1  32 1 郁南
59269  2309  11146 27.6  32 1 德庆
59270  2355  11211 78.2  32 1 怀集
59271  2338  11226 54.5  16 1 广宁
59276  2321  11239 40.8  32 1 四会
59278  2302  11227 40.7  16 1 高要
59279  2311  11252 18.6  32 1 三水
59280  2343  11305 78.4  32 1 清远
59284  2323  11313 6.7  32 1 花都
59285  2334  11336 39.2  32 1 从化
59287  2310  11320 43.4  1 1 广州
59288  2303  11308 3.6  32 1 南海
59289  2258  11344 43.4  32 1 东莞
59290  2344  11414 71.3  32 1 龙门
59293  2344  11441 41.5  4 1 河源
59294  2320  11350 37.8  32 1 增城
59297  2311  11417 16.4  32 1 博罗
59298  2305  11425 21.8  16 1 惠阳
59303  2355  11545 128.6  16 1 五华
59304  2338  11511 177.4  32 1 紫金
59306  2327  11551 69.1  32 1 揭西
59310  2346  11611 39.1  32 1 丰顺
59312  2340  11638 11.4  32 1 潮州
59313  2341  11659 42.8  32 1 饶平
59314  2318  11608 27.0  32 1 普宁
59315  2335  11623 25.2  32 1 揭阳
59316  2324  11641 7.3  2 1 汕头
59317  2302  11618 14.0  16 1 惠来
59318  2316  11635 10.5  32 1 潮阳
59319  2328  11646 9.0  32 1 澄海
59320  2346  11708 27.8  32 1 诏安
59321  2347  11730 54.4  32 1 东山
59322  2359  11722 20.2  32 1 云霄
59324  2326  11702 7.8  32 1 南澳
59417  2220  10651 129.7  4 1 龙州
59419  2206  10645 243.4  32 1 凭祥
59421  2250  10712 257.8  32 1 大新
59425  2224  10721 107.3  32 1 崇左
59426  2238  10754 92.2  32 1 扶绥
59427  2207  10704 162.6  32 1 宁明
59429  2209  10758 183.9  32 1 上思
59431  2238  10813 122.6  1 1 南宁
59432  2248  10824 203.1  6 1 南宁城区
59435  2246  10829 75.9  32 1 邕宁
59441  2242  10915 78.3  32 1 横县
59446  2225  10918 67.0  16 1 灵山
59448  2216  10933 70.6  32 1 浦北
59449  2218  10959 80.5  32 1 博白
59451  2242  11021 99.4  32 1 北流
59452  2251  11032 100.2  32 1 容县
59453  2239  11010 85.3  16 1 玉林
59454  2255  11100 104.3  32 1 岑溪
59456  2221  11056 83.9  4 1 信宜
59457  2219  11016 120.8  32 1 陆川
59462  2242  11136 60.0  16 1 罗定
59469  2210  11147 33.7  32 1 阳春
59470  2243  11213 33.9  32 1 新兴
59471  2256  11203 102.8  32 1 云浮
59473  2246  11258 20.6  32 1 鹤山
59475  2224  11239 24.3  32 1 开平
59476  2232  11302 35.4  32 1 新会
59477  2211  11218 25.4  32 1 恩平
59478  2215  11247 33.2  16 1 台山
59480  2251  11315 21.0  32 1 顺德
59481  2256  11319 16.7  32 1 番禺
59485  2230  11324 29.9  32 1 中山
59487  2214  11318 12.9  32 1 斗门
59488  2217  11335 45.8  32 1 珠海
59492  2255  11442 43.9  32 1 惠东
59493  2232  11400 59.0  4 1 深圳
59500  2258  11519 10.2  32 1 海丰
59501  2248  11522 16.3  4 1 汕尾
59502  2257  11539 11.0  32 1 陆丰
59626  2132  10758 22.8  16 1 东兴
59631  2147  10821 31.3  32 1 防城
59632  2157  10837 5.8  16 1 钦州
59635  2137  10821 26.7  32 1 防城港
59640  2140  10911 6.6  32 1 合浦
59644  2127  10908 13.1  2 1 北海
59647  2102  10906 54.9  16 1 涠洲岛
59650  2123  11015 25.1  32 1 遂溪
59653  2156  11051 35.3  32 1 高州
59654  2138  11018 28.6  32 1 廉江
59655  2139  11037 35.0  32 1 化州
59656  2126  11046 29.7  32 1 吴川
59658  2109  11018 50.4  4 1 湛江
59659  2145  11055 32.0  32 1 茂名
59663  2150  11158 88.3  4 1 阳江
59664  2132  11059 22.4  16 1 电白
59673  2144  11246 21.7  8 1 上川岛
59750  2055  11006 25.5  32 1 雷州
59754  2020  11011 56.9  16 1 徐闻
59757  2000  11022 10.7  32 1 琼山
59758  2000  11015 64.4  2 1 海口
59838  1906  10837 12.3  4 1 东方
59842  1954  10941 31.6  32 1 临高
59843  1944  11000 36.3  32 1 澄迈
59845  1931  10935 170.3  8 1 儋州
59847  1916  10903 101.1  32 1 昌江
59848  1914  10926 219.3  32 1 白沙
59849  1902  10950 252.7  16 1 琼中
59851  1942  11020 25.2  32 1 定安
59854  1922  11006 119.1  32 1 屯昌
59855  1914  11028 28.0  4 1 琼海
59856  1937  11045 26.2  32 1 文昌
59940  1845  10910 156.7  32 1 乐东
59941  1846  10931 328.5  32 1 五指山
59945  1839  10942 65.9  32 1 保亭
59948  1813  10935 418.3  2 1 三亚
59951  1848  11020 38.4  32 1 万宁
59954  1830  11002 14.9  16 1 陵水
59981  1650  11220 5.4  1 1 西沙
59985  1632  11137 4.6  4 1 珊瑚
